transaction_id,date,amount,type,category,account,cost_center,budget,actual
TXN-2025360,2025-01-10,3337.91,cost,Facilities,Payroll Account,Operations,3300.77,3080.25
TXN-2025361,2025-06-14,2900.13,cost,Contractors,AP Clearing,Sales,2894.48,3578.28
TXN-2025362,2025-03-19,4991.53,revenue,Service Revenue,Payroll Account,Sales,5741.11,5332.36
TXN-2025363,2025-05-19,566.97,cost,Software,Operating Account,Operations,619.36,621.0
TXN-2025364,2025-05-07,3980.9,revenue,Subscription,Payroll Account,Operations,4460.01,4092.29
TXN-2025365,2025-03-25,3930.84,revenue,Subscription,Payroll Account,Customer Success,3761.59,3255.66
TXN-2025366,2025-05-07,1538.33,cost,Contractors,AP Clearing,Operations,1539.69,1397.25
TXN-2025367,2025-02-01,3532.4,cost,Marketing,Revenue Clearing,Customer Success,3374.81,5905.9175
TXN-2025368,2025-06-08,3957.89,cost,Facilities,Operating Account,Sales,4493.76,4785.83
TXN-2025369,2025-02-13,2542.66,revenue,Product Sales,AP Clearing,Engineering,2882.84,2980.5
TXN-2025370,2025-02-20,6658.2,revenue,Product Sales,Operating Account,Finance,6172.88,6552.61
TXN-2025371,2025-05-16,8315.83,revenue,Service Revenue,Revenue Clearing,Customer Success,7480.26,9185.89
TXN-2025372,2025-06-28,3121.15,cost,Software,AP Clearing,Sales,2865.99,2807.45
TXN-2025373,2025-05-01,6508.4,revenue,Subscription,Operating Account,Sales,5720.54,5949.89
TXN-2025374,2025-06-22,1713.74,revenue,Product Sales,AP Clearing,Customer Success,1665.89,2094.41
TXN-2025375,2025-03-29,5717.64,revenue,Implementation,Revenue Clearing,Customer Success,5917.32,7140.83
TXN-2025376,2025-06-13,6021.39,cost,Payroll,AP Clearing,Operations,5548.24,6409.49
TXN-2025377,2025-04-21,4593.03,cost,Software,Payroll Account,Engineering,5095.76,4581.87
TXN-2025378,2025-04-22,4437.75,cost,Logistics,AP Clearing,Engineering,4791.46,3721.14
TXN-2025379,2025-05-09,2225.07,revenue,Implementation,AP Clearing,Finance,2503.75,2110.36
TXN-2025380,2025-01-20,4622.27,revenue,Service Revenue,Payroll Account,Customer Success,5409.02,4740.41
TXN-2025381,2025-03-28,4790.04,revenue,Service Revenue,Payroll Account,Engineering,5061.05,4105.05
TXN-2025382,2025-02-08,3590.37,revenue,Subscription,Operating Account,Operations,3540.09,3878.01
TXN-2025383,2025-02-03,1487.24,cost,Logistics,Operating Account,Customer Success,1328.3,1580.37
TXN-2025384,2025-06-02,2153.19,cost,Software,Operating Account,Engineering,2510.65,2260.36
TXN-2025385,2025-04-06,3267.61,revenue,Implementation,Payroll Account,Customer Success,3767.54,3197.67
TXN-2025386,2025-03-01,2350.18,revenue,Subscription,Revenue Clearing,Finance,2573.67,2480.56
TXN-2025387,2025-01-20,4881.0,cost,Facilities,Operating Account,Engineering,5426.38,4248.53
TXN-2025388,2025-05-07,596.99,cost,Marketing,AP Clearing,Operations,580.03,708.23
TXN-2025389,2025-01-13,5437.75,cost,Contractors,AP Clearing,Engineering,6170.97,4811.67
TXN-2025390,2025-04-30,3091.97,revenue,Implementation,Payroll Account,Sales,3568.77,3497.42
TXN-2025391,2025-03-16,1641.05,cost,Payroll,AP Clearing,Operations,1888.84,1800.42
TXN-2025392,2025-05-01,7047.11,revenue,Service Revenue,Operating Account,Engineering,7240.03,6714.84
TXN-2025393,2025-04-29,3013.13,revenue,Implementation,Operating Account,Operations,2716.42,3480.78
TXN-2025394,2025-03-05,5523.59,cost,Software,AP Clearing,Operations,4885.89,5613.13
TXN-2025395,2025-02-17,902.02,revenue,Implementation,Operating Account,Finance,948.59,776.5
TXN-2025396,2025-02-11,2779.81,revenue,Product Sales,Operating Account,Finance,2406.58,2382.55
TXN-2025397,2025-05-14,7933.25,revenue,Product Sales,AP Clearing,Customer Success,7070.6,8240.06
TXN-2025398,2025-04-25,5168.94,cost,Payroll,Operating Account,Operations,4598.89,4474.41
TXN-2025399,2025-03-09,6008.18,cost,Facilities,AP Clearing,Operations,6820.9,5248.07
TXN-2025400,2025-06-03,1432.68,cost,Software,Operating Account,Sales,1506.4,1559.3
TXN-2025401,2025-01-20,3608.68,cost,Logistics,Payroll Account,Operations,4159.45,3104.71
TXN-2025402,2025-05-24,1222.89,cost,Payroll,Operating Account,Sales,1209.49,1269.41
TXN-2025403,2025-01-26,1491.7,revenue,Product Sales,AP Clearing,Customer Success,1320.54,1384.11
TXN-2025404,2025-04-13,5854.69,revenue,Product Sales,Operating Account,Engineering,5437.53,6224.41
TXN-2025405,2025-06-23,9388.66,revenue,Implementation,Payroll Account,Customer Success,9958.76,8430.11
TXN-2025406,2025-05-02,975.96,revenue,Service Revenue,AP Clearing,Finance,993.05,932.11
TXN-2025407,2025-06-11,3027.08,revenue,Product Sales,Revenue Clearing,Finance,3082.53,3175.37
TXN-2025408,2025-05-08,3006.67,revenue,Subscription,Payroll Account,Operations,3385.98,3631.7
TXN-2025409,2025-03-21,1026.92,revenue,Product Sales,AP Clearing,Engineering,1172.28,974.5
TXN-2025410,2025-06-24,3975.44,revenue,Implementation,Operating Account,Sales,4411.35,4423.5
TXN-2025411,2025-02-25,1959.62,cost,Payroll,AP Clearing,Finance,1981.89,2015.43
TXN-2025412,2025-01-05,0.0,cost,Logistics,Payroll Account,Engineering,363.25,309.1
TXN-2025413,2025-02-20,5230.22,revenue,Product Sales,Revenue Clearing,Sales,5266.7,6373.87
TXN-2025414,2025-04-11,5991.89,revenue,Implementation,Operating Account,Finance,6383.17,6202.67
TXN-2025415,2025-04-26,3779.55,cost,Payroll,Revenue Clearing,Operations,3367.83,4569.58
TXN-2025416,2025-06-30,5971.83,cost,Contractors,AP Clearing,Engineering,5605.5,7362.98
TXN-2025417,2025-06-22,864.97,revenue,Subscription,AP Clearing,Sales,753.38,916.53
TXN-2025418,2025-06-05,4698.97,cost,Software,Revenue Clearing,Operations,5388.35,5289.37
TXN-2025419,2025-01-27,8944.77,revenue,Implementation,Revenue Clearing,Customer Success,9055.38,7647.32
TXN-2025420,2025-02-06,1673.94,cost,Logistics,AP Clearing,Engineering,1545.5,1778.44
TXN-2025421,2025-05-19,3378.65,revenue,Service Revenue,Payroll Account,Finance,3277.02,3320.98
TXN-2025422,2025-01-16,1724.36,revenue,Subscription,Payroll Account,Sales,1519.74,1524.43
TXN-2025423,2025-06-30,3052.52,cost,Marketing,AP Clearing,Operations,3120.28,2743.28
TXN-2025424,2025-06-19,5743.38,revenue,Product Sales,AP Clearing,Operations,5850.63,6462.94
TXN-2025425,2025-04-09,255.51,cost,Contractors,Operating Account,Engineering,220.51,318.92
TXN-2025426,2025-02-10,1840.49,cost,Software,Payroll Account,Engineering,1959.86,1987.97
TXN-2025427,2025-05-19,1667.6,cost,Software,Payroll Account,Finance,1616.45,1422.65
TXN-2025428,2025-04-22,544.42,cost,Marketing,AP Clearing,Engineering,586.07,571.59
TXN-2025429,2025-02-27,2193.14,cost,Payroll,Payroll Account,Customer Success,2516.91,2713.38
TXN-2025430,2025-05-12,3925.58,revenue,Product Sales,AP Clearing,Operations,3433.31,4065.67
TXN-2025431,2025-04-04,4498.1,cost,Payroll,Revenue Clearing,Finance,4186.68,5006.78
TXN-2025432,2025-04-19,5384.09,revenue,Subscription,Payroll Account,Operations,6118.43,6487.5
TXN-2025433,2025-01-03,4057.77,cost,Facilities,Payroll Account,Customer Success,3548.59,3459.69
TXN-2025434,2025-05-02,1305.82,cost,Payroll,Revenue Clearing,Operations,1136.46,1385.87
TXN-2025435,2025-04-05,5879.88,cost,Software,Revenue Clearing,Engineering,6060.3,6905.83
TXN-2025436,2025-01-18,3328.91,revenue,Service Revenue,Operating Account,Finance,3921.4,2814.35
TXN-2025437,2025-03-25,5895.98,cost,Facilities,Revenue Clearing,Finance,5767.0,7002.12
TXN-2025438,2025-05-21,1806.02,cost,Facilities,Revenue Clearing,Customer Success,1820.33,1590.52
TXN-2025439,2025-05-10,4559.19,revenue,Implementation,Revenue Clearing,Sales,3964.2,5571.6
TXN-2025440,2025-06-16,3175.03,cost,Logistics,Payroll Account,Finance,3183.91,3576.37
TXN-2025441,2025-05-14,5914.79,cost,Payroll,Payroll Account,Operations,5286.32,6245.33
TXN-2025442,2025-03-30,2378.89,revenue,Subscription,Revenue Clearing,Engineering,2758.55,2890.3
TXN-2025443,2025-05-18,5565.77,cost,Logistics,Revenue Clearing,Finance,5898.38,5354.33
TXN-2025444,2025-05-30,3865.07,cost,Contractors,AP Clearing,Operations,3823.37,3660.96
TXN-2025445,2025-03-31,8510.56,revenue,Service Revenue,Revenue Clearing,Operations,9351.0,7834.34
TXN-2025446,2025-02-16,4267.35,cost,Contractors,AP Clearing,Finance,3981.14,4986.16
TXN-2025447,2025-06-05,2800.8,cost,Facilities,Payroll Account,Sales,2717.6,3436.07
TXN-2025448,2025-06-13,7533.78,revenue,Implementation,Payroll Account,Customer Success,8552.31,7386.43
TXN-2025449,2025-03-06,1361.29,revenue,Service Revenue,Payroll Account,Finance,1554.13,1255.45
TXN-2025450,2025-02-12,5326.04,cost,Payroll,Payroll Account,Customer Success,5185.8,5023.88
TXN-2025451,2025-03-22,5855.51,revenue,Implementation,Revenue Clearing,Sales,6267.27,6043.53
TXN-2025452,2025-03-13,3659.26,cost,Facilities,Operating Account,Sales,4109.45,4026.12
TXN-2025453,2025-02-23,3493.86,cost,Software,Revenue Clearing,Finance,3062.04,3596.18
TXN-2025454,2025-02-17,4999.15,cost,Software,Operating Account,Customer Success,5295.13,4168.28
TXN-2025455,2025-05-08,3584.42,revenue,Implementation,Operating Account,Finance,4206.67,4023.76
TXN-2025456,2025-06-27,2468.82,cost,Payroll,Revenue Clearing,Finance,2812.37,2072.05
TXN-2025457,2025-06-04,5499.68,revenue,Service Revenue,Operating Account,Finance,4918.31,6536.07
TXN-2025458,2025-01-06,4093.83,cost,Software,Revenue Clearing,Sales,4818.71,4518.94
TXN-2025459,2025-04-15,5407.66,cost,Marketing,Operating Account,Operations,4978.34,6634.99
TXN-2025460,2025-02-01,5901.02,revenue,Product Sales,AP Clearing,Operations,5919.11,4946.88
TXN-2025461,2025-04-10,623.17,cost,Facilities,Operating Account,Finance,647.95,636.59
TXN-2025462,2025-04-05,4762.9,cost,Facilities,Operating Account,Operations,4459.53,5764.97
TXN-2025463,2025-03-28,4247.59,cost,Payroll,AP Clearing,Engineering,4734.78,4313.18
TXN-2025464,2025-04-21,3896.75,cost,Facilities,Operating Account,Customer Success,4569.18,3598.7
TXN-2025465,2025-02-02,1603.64,revenue,Service Revenue,AP Clearing,Customer Success,1561.05,1840.28
TXN-2025466,2025-01-07,3205.96,cost,Contractors,Operating Account,Finance,3213.87,3196.6
TXN-2025467,2025-06-10,3064.39,cost,Facilities,Revenue Clearing,Engineering,3221.91,3207.29
TXN-2025468,2025-04-30,1000.0,cost,Marketing,Revenue Clearing,Finance,918.27,1082.6
TXN-2025469,2025-04-17,4209.61,revenue,Implementation,AP Clearing,Finance,4161.1,3856.66
TXN-2025470,2025-06-30,4675.09,cost,Contractors,Payroll Account,Operations,4303.84,4534.08
TXN-2025471,2025-02-22,1368.85,cost,Payroll,Operating Account,Engineering,1548.04,1426.91
TXN-2025472,2025-05-11,2436.55,revenue,Subscription,Operating Account,Sales,2873.83,2583.34
TXN-2025473,2025-06-19,3761.18,cost,Contractors,Revenue Clearing,Customer Success,3749.77,3973.72
TXN-2025474,2025-05-16,1541.23,revenue,Service Revenue,AP Clearing,Sales,1688.26,1363.67
TXN-2025475,2025-03-14,3522.98,cost,Facilities,AP Clearing,Engineering,3883.75,3309.48
TXN-2025476,2025-05-02,2265.0,revenue,Service Revenue,Payroll Account,Engineering,2551.87,2014.12
TXN-2025477,2025-05-24,2548.53,revenue,Service Revenue,Revenue Clearing,Operations,2195.64,2924.84
TXN-2025478,2025-03-09,2649.86,revenue,Product Sales,Revenue Clearing,Engineering,2526.81,2748.7
TXN-2025479,2025-04-24,4862.91,cost,Marketing,Operating Account,Operations,4249.66,5021.64
TXN-2025480,2025-05-25,1153.18,cost,Software,Operating Account,Engineering,1063.97,1042.83
TXN-2025481,2025-01-18,5812.38,cost,Facilities,Payroll Account,Operations,5631.23,5481.58
TXN-2025482,2025-06-28,4506.74,cost,Facilities,Operating Account,Operations,4039.15,4278.22
TXN-2025483,2025-06-11,4465.63,cost,Logistics,Operating Account,Customer Success,4498.68,4577.46
TXN-2025484,2025-02-09,5046.89,revenue,Subscription,Payroll Account,Sales,4558.83,5150.22
TXN-2025485,2025-03-10,9245.29,revenue,Product Sales,AP Clearing,Finance,10086.44,10910.78
TXN-2025486,2025-06-21,5651.49,cost,Facilities,Revenue Clearing,Engineering,4939.32,6623.89
TXN-2025487,2025-03-09,5482.19,cost,Marketing,Revenue Clearing,Finance,6173.87,5080.75
TXN-2025488,2025-04-11,3605.36,cost,Logistics,AP Clearing,Customer Success,3862.28,3576.87
TXN-2025489,2025-05-11,3132.64,cost,Logistics,Operating Account,Customer Success,3013.95,5274.412499999999
TXN-2025490,2025-06-13,3272.57,cost,Contractors,Payroll Account,Finance,3101.4,3298.28
TXN-2025491,2025-01-16,4755.12,revenue,Subscription,AP Clearing,Operations,4277.24,4508.91
TXN-2025492,2025-03-07,2380.16,cost,Marketing,Operating Account,Sales,2769.89,2509.04
TXN-2025493,2025-01-23,4396.41,revenue,Subscription,Revenue Clearing,Engineering,3850.23,5132.94
TXN-2025494,2025-05-15,5183.45,cost,Contractors,Payroll Account,Operations,5399.55,5789.8
TXN-2025495,2025-02-02,2786.28,cost,Contractors,Operating Account,Sales,2453.07,3381.77
TXN-2025496,2025-05-23,6604.31,revenue,Implementation,Payroll Account,Engineering,6193.73,7544.73
TXN-2025497,2025-05-19,3872.08,cost,Payroll,Payroll Account,Finance,4538.27,3607.45
TXN-2025498,2025-03-22,849.73,cost,Contractors,Operating Account,Engineering,981.89,911.99
TXN-2025499,2025-06-03,6654.67,revenue,Subscription,Payroll Account,Customer Success,5793.89,6825.75
TXN-2025500,2025-06-05,2891.67,cost,Logistics,Payroll Account,Engineering,3019.32,3478.22
TXN-2025501,2025-03-12,804.11,cost,Contractors,Payroll Account,Sales,927.5,702.9
TXN-2025502,2025-05-18,1966.47,cost,Logistics,Operating Account,Customer Success,1833.5,2037.33
TXN-2025503,2025-03-06,4264.66,cost,Facilities,Operating Account,Operations,3798.3,4102.67
TXN-2025504,2025-02-01,379.61,cost,Facilities,Payroll Account,Sales,428.34,417.53
TXN-2025505,2025-04-13,1852.07,revenue,Product Sales,Operating Account,Customer Success,1797.04,1619.5
TXN-2025506,2025-01-25,7330.92,revenue,Service Revenue,AP Clearing,Finance,6946.23,7538.96
TXN-2025507,2025-02-24,1329.79,revenue,Service Revenue,Revenue Clearing,Customer Success,1519.17,1536.07
TXN-2025508,2025-06-02,3361.27,cost,Facilities,Operating Account,Finance,3429.74,3065.07
TXN-2025509,2025-05-14,1034.34,cost,Contractors,Operating Account,Finance,1119.45,1163.54
TXN-2025510,2025-05-11,5477.41,cost,Marketing,Operating Account,Engineering,6073.14,6093.14
TXN-2025511,2025-04-16,2671.4,revenue,Subscription,Revenue Clearing,Engineering,3117.29,2723.33
TXN-2025512,2025-04-06,5741.59,cost,Facilities,AP Clearing,Customer Success,6072.49,7075.21
TXN-2025513,2025-01-29,4342.14,cost,Logistics,Payroll Account,Finance,4551.14,4379.46
TXN-2025514,2025-04-17,4779.52,cost,Facilities,Revenue Clearing,Engineering,4644.98,3933.4
TXN-2025515,2025-03-29,3015.14,cost,Contractors,Revenue Clearing,Engineering,3212.63,3005.35
TXN-2025516,2025-06-25,1007.65,revenue,Subscription,Payroll Account,Engineering,1135.28,1153.01
TXN-2025517,2025-03-05,130.1,cost,Software,Operating Account,Engineering,111.45,119.53
TXN-2025518,2025-04-19,1000.61,cost,Contractors,Revenue Clearing,Operations,876.21,1238.39
TXN-2025519,2025-03-05,8188.83,revenue,Product Sales,Revenue Clearing,Sales,8916.82,7462.14
TXN-2025520,2025-01-23,2187.12,revenue,Product Sales,Payroll Account,Sales,1960.47,2152.01
TXN-2025521,2025-01-01,4672.85,cost,Logistics,Revenue Clearing,Finance,4820.19,4085.08
TXN-2025522,2025-03-13,4395.22,cost,,AP Clearing,Engineering,4788.39,3677.32
TXN-2025523,2025-02-10,28881.55,cost,Contractors,AP Clearing,Sales,29071.12,28176.78
TXN-2025524,2025-02-11,2316.78,cost,Facilities,AP Clearing,Finance,2466.99,2822.01
TXN-2025525,2025-01-09,4400.76,revenue,Implementation,Revenue Clearing,Engineering,4227.37,4354.52
TXN-2025526,2025-02-25,1484.72,cost,Marketing,Operating Account,Finance,1304.05,1355.73
TXN-2025527,2025-04-26,6482.4,revenue,Implementation,Revenue Clearing,Finance,6250.16,5630.8
TXN-2025528,2025-03-19,3583.89,cost,Facilities,Revenue Clearing,Operations,3204.68,4474.11
TXN-2025529,2025-01-24,8917.11,revenue,Subscription,AP Clearing,Sales,10520.71,8478.69
TXN-2025530,2025-03-18,5948.0,cost,Payroll,Operating Account,Sales,6828.86,5598.57
TXN-2025531,2025-05-11,3985.04,cost,Payroll,Revenue Clearing,Operations,4103.96,4170.56
TXN-2025532,2025-02-26,4419.11,cost,Software,AP Clearing,Sales,4570.71,5434.89
TXN-2025533,2025-01-21,1806.43,revenue,Product Sales,Payroll Account,Customer Success,2091.83,1626.33
TXN-2025534,2025-05-15,1065.06,revenue,Service Revenue,AP Clearing,Sales,944.13,1183.24
TXN-2025535,2025-01-24,2384.46,cost,Contractors,Operating Account,Customer Success,2064.5,2140.02
TXN-2025536,2025-05-22,4848.06,cost,Payroll,Payroll Account,Sales,4984.1,4721.62
TXN-2025537,2025-06-04,2774.84,cost,Contractors,Operating Account,Finance,2705.31,2948.56
TXN-2025538,2025-02-03,5095.58,cost,Marketing,Operating Account,Finance,4801.79,5048.82
TXN-2025539,2025-01-15,1602.66,cost,Software,Payroll Account,Engineering,1662.21,1977.15
TXN-2025015,2025-01-30,4913.09,revenue,Implementation,Payroll Account,Finance,5726.75,5304.87
TXN-2025207,2025-05-28,1919.48,cost,Payroll,Revenue Clearing,Customer Success,2022.08,1847.85
TXN-2025390,2025-04-30,3091.97,revenue,Implementation,Payroll Account,Sales,3568.77,3497.42
